==42083== NVPROF is profiling process 42083, command: ./MonteCarlo --scaling=strong --method=threaded
==42083== Profiling application: ./MonteCarlo --scaling=strong --method=threaded
==42083== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
6.51632s  2.8391ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         1         7                     -                -  rngSetupStates(curandStateXORWOW*, int) [238]
6.51632s  2.8541ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         2        15                     -                -  rngSetupStates(curandStateXORWOW*, int) [239]
6.94558s  239.04us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7f0de0000000  [Unified Memory Memcpy HtoD]
6.94592s  239.23us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7f0de0200000  [Unified Memory Memcpy HtoD]
6.94620s  239.14us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7f0de0400000  [Unified Memory Memcpy HtoD]
6.94649s  224.35us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7f0de0600000  [Unified Memory Memcpy HtoD]
6.94678s  206.75us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7f0de0800000  [Unified Memory Memcpy HtoD]
6.94706s  248.55us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7f0de0a00000  [Unified Memory Memcpy HtoD]
6.94722s  345.54us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7f0e00000000  [Unified Memory Memcpy HtoD]
6.94735s  363.14us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7f0de0c00000  [Unified Memory Memcpy HtoD]
6.94758s  370.05us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7f0e00200000  [Unified Memory Memcpy HtoD]
6.94772s  365.12us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7f0de0e00000  [Unified Memory Memcpy HtoD]
