==79609== NVPROF is profiling process 79609, command: /home/ubuntu/graalvm-ce-java11-22.1.0/bin/java -jar /home/ubuntu/montecarlo-benchmarking/montecarlo/target/surefire/surefirebooter2835823979935436499.jar /home/ubuntu/montecarlo-benchmarking/montecarlo/target/surefire 2023-06-03T12-53-55_132-jvmRun1 suref
==79609== Profiling application: /home/ubuntu/graalvm-ce-java11-22.1.0/bin/java -jar /home/ubuntu/montecarlo-benchmarking/montecarlo/target/surefire/surefirebooter2835823979935436499.jar /home/ubuntu/montecarlo-benchmarking/montecarlo/target/surefire 2023-06-03T12-53-55_132-jvmRun1 suref
==79609== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
818.16ms  2.3561ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         1        22                     -                -  rngSetupStates(unsigned int*, unsigned int*, int*, int*, float*, double*, int) [864]
822.76ms  2.7237ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         2        23                     -                -  rngSetupStates(unsigned int*, unsigned int*, int*, int*, float*, double*, int) [876]
828.00ms         -                    -               -         -         -         -                -         -         -         PC 0x1c4331c0   0x7fe6da000000  [Unified Memory CPU page faults]
828.22ms         -                    -               -         -         -         -                -         -         -         PC 0x1c4331c0   0x7fe6da080000  [Unified Memory CPU page faults]
828.35ms         -                    -               -         -         -         -                -         -         -         PC 0x1c4331c0   0x7fe6da100000  [Unified Memory CPU page faults]
828.47ms         -                    -               -         -         -         -                -         -         -         PC 0x1c4331c0   0x7fe6da180000  [Unified Memory CPU page faults]
1.03460s         -                    -               -         -         -         -                -         -         -         PC 0xf7473ca2   0x7fe6da010000  [Unified Memory CPU page faults]
1.03476s         -                    -               -         -         -         -                -         -         -         PC 0xf7473ca2   0x7fe6da090000  [Unified Memory CPU page faults]
1.03489s         -                    -               -         -         -         -                -         -         -         PC 0xf7473ca2   0x7fe6da110000  [Unified Memory CPU page faults]
1.03499s         -                    -               -         -         -         -                -         -         -         PC 0xf7473ca2   0x7fe6da190000  [Unified Memory CPU page faults]
1.09749s         -                    -               -         -         -         -                -         -         -           PC 0xc6b4aa   0x7fe6da020000  [Unified Memory CPU page faults]
1.09764s         -                    -               -         -         -         -                -         -         -           PC 0xc6b4aa   0x7fe6da0a0000  [Unified Memory CPU page faults]
1.09775s         -                    -               -         -         -         -                -         -         -           PC 0xc6b4aa   0x7fe6da120000  [Unified Memory CPU page faults]
1.09787s         -                    -               -         -         -         -                -         -         -           PC 0xc6b4aa   0x7fe6da1a0000  [Unified Memory CPU page faults]
1.15119s         -                    -               -         -         -         -                -         -         -           PC 0xc753a4   0x7fe6da040000  [Unified Memory CPU page faults]
1.18478s  68.545us                    -               -         -         -         -  Tesla V100-SXM2         -         -          512.000000KB   0x7fe6da000000  [Unified Memory Memcpy HtoD]
1.18511s  69.025us                    -               -         -         -         -  Tesla V100-SXM2         -         -          512.000000KB   0x7fe6da080000  [Unified Memory Memcpy HtoD]
1.18529s  68.288us                    -               -         -         -         -  Tesla V100-SXM2         -         -          512.000000KB   0x7fe6da100000  [Unified Memory Memcpy HtoD]
1.18548s  67.297us                    -               -         -         -         -  Tesla V100-SXM2         -         -          512.000000KB   0x7fe6da180000  [Unified Memory Memcpy HtoD]
