==15244== NVPROF is profiling process 15244, command: /home/ubuntu/graalvm-ce-java11-22.1.0/bin/java -jar /home/ubuntu/montecarlo-benchmarking/montecarlo/target/surefire/surefirebooter5701724364763373160.jar /home/ubuntu/montecarlo-benchmarking/montecarlo/target/surefire 2023-06-05T11-12-30_989-jvmRun1 suref
==15244== Profiling application: /home/ubuntu/graalvm-ce-java11-22.1.0/bin/java -jar /home/ubuntu/montecarlo-benchmarking/montecarlo/target/surefire/surefirebooter5701724364763373160.jar /home/ubuntu/montecarlo-benchmarking/montecarlo/target/surefire 2023-06-05T11-12-30_989-jvmRun1 suref
==15244== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
1.37278s  2.4010ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         1        46                     -                -  rngSetupStates(unsigned int*, unsigned int*, int*, int*, float*, double*, int) [1328]
1.37650s  2.3500ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         2        47                     -                -  rngSetupStates(unsigned int*, unsigned int*, int*, int*, float*, double*, int) [1340]
1.37858s  2.3299ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         3        48                     -                -  rngSetupStates(unsigned int*, unsigned int*, int*, int*, float*, double*, int) [1352]
1.38070s  2.7198ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         4        49                     -                -  rngSetupStates(unsigned int*, unsigned int*, int*, int*, float*, double*, int) [1364]
1.38536s         -                    -               -         -         -         -                -         -         -         PC 0x1320d1c0   0x7f011a000000  [Unified Memory CPU page faults]
1.38556s         -                    -               -         -         -         -                -         -         -         PC 0x1320d1c0   0x7f011a100000  [Unified Memory CPU page faults]
1.38568s         -                    -               -         -         -         -                -         -         -         PC 0x1320d1c0   0x7f011a200000  [Unified Memory CPU page faults]
1.38579s         -                    -               -         -         -         -                -         -         -         PC 0x1320d1c0   0x7f011a300000  [Unified Memory CPU page faults]
1.57560s         -                    -               -         -         -         -                -         -         -         PC 0xef53a2a2   0x7f011a010000  [Unified Memory CPU page faults]
1.57574s         -                    -               -         -         -         -                -         -         -         PC 0xef53a2a2   0x7f011a110000  [Unified Memory CPU page faults]
1.57582s         -                    -               -         -         -         -                -         -         -         PC 0xef53a2a2   0x7f011a210000  [Unified Memory CPU page faults]
1.57615s         -                    -               -         -         -         -                -         -         -         PC 0xef53a2a2   0x7f011a310000  [Unified Memory CPU page faults]
1.62769s         -                    -               -         -         -         -                -         -         -         PC 0xef53a2a2   0x7f011a020000  [Unified Memory CPU page faults]
1.62785s         -                    -               -         -         -         -                -         -         -         PC 0xef53a2a2   0x7f011a120000  [Unified Memory CPU page faults]
1.62800s         -                    -               -         -         -         -                -         -         -         PC 0xef53a2a2   0x7f011a220000  [Unified Memory CPU page faults]
1.62810s         -                    -               -         -         -         -                -         -         -         PC 0xef53a2a2   0x7f011a320000  [Unified Memory CPU page faults]
1.74482s         -                    -               -         -         -         -                -         -         -         PC 0xf8ccdbde   0x7f011a040000  [Unified Memory CPU page faults]
1.74507s         -                    -               -         -         -         -                -         -         -         PC 0xf8ccdbde   0x7f011a140000  [Unified Memory CPU page faults]
1.74524s         -                    -               -         -         -         -                -         -         -         PC 0xf8ccdbde   0x7f011a240000  [Unified Memory CPU page faults]
1.74542s         -                    -               -         -         -         -                -         -         -         PC 0xf8ccdbde   0x7f011a340000  [Unified Memory CPU page faults]
1.80085s         -                    -               -         -         -         -                -         -         -         PC 0xf8cda2a4   0x7f011a080000  [Unified Memory CPU page faults]
1.80142s         -                    -               -         -         -         -                -         -         -         PC 0xf8cda2a4   0x7f011a280000  [Unified Memory CPU page faults]
1.86661s  115.20us                    -               -         -         -         -  Tesla V100-SXM2         -         -            1.000000MB   0x7f011a000000  [Unified Memory Memcpy HtoD]
1.86707s  107.07us                    -               -         -         -         -  Tesla V100-SXM2         -         -            1.000000MB   0x7f011a100000  [Unified Memory Memcpy HtoD]
1.86751s  106.01us                    -               -         -         -         -  Tesla V100-SXM2         -         -            1.000000MB   0x7f011a200000  [Unified Memory Memcpy HtoD]
1.86781s  104.09us                    -               -         -         -         -  Tesla V100-SXM2         -         -            1.000000MB   0x7f011a300000  [Unified Memory Memcpy HtoD]
1.87052s  260.80ms           (3200 1 1)       (256 1 1)        31  2.0000KB        0B  Tesla V100-SXM2         1        46                     -                -  MonteCarloOneBlockPerOption(unsigned int*, unsigned int*, int*, int*, float*, double*, float*, float*, float*, float*, float*, float*, int, int) [1374]
1.87068s         -                    -               -         -         -         -                -         -         -         PC 0xf8cda2a4   0x7f0110800000  [Unified Memory CPU page faults]
1.87078s         -                    -               -         -         -         -                -         -         -         PC 0xf8cda2a4   0x7f0110900000  [Unified Memory CPU page faults]
1.87084s         -                    -               -         -         -         -                -         -         -         PC 0xf8cda2a4   0x7f0110a00000  [Unified Memory CPU page faults]
1.87091s         -                    -               -         -         -         -                -         -         -         PC 0xf8cda2a4   0x7f0110b00000  [Unified Memory CPU page faults]
1.87972s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110810000  [Unified Memory CPU page faults]
1.87980s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110910000  [Unified Memory CPU page faults]
1.87987s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110a10000  [Unified Memory CPU page faults]
1.87995s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110b10000  [Unified Memory CPU page faults]
1.88601s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110820000  [Unified Memory CPU page faults]
1.88616s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110920000  [Unified Memory CPU page faults]
1.88629s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110a20000  [Unified Memory CPU page faults]
1.88639s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110b20000  [Unified Memory CPU page faults]
1.89538s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110840000  [Unified Memory CPU page faults]
1.89558s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110940000  [Unified Memory CPU page faults]
1.89575s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110a40000  [Unified Memory CPU page faults]
1.89591s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110b40000  [Unified Memory CPU page faults]
1.91485s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110880000  [Unified Memory CPU page faults]
1.91542s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f0110a80000  [Unified Memory CPU page faults]
1.97396s  96.670us                    -               -         -         -         -  Tesla V100-SXM2         -         -            1.000000MB   0x7f0110800000  [Unified Memory Memcpy HtoD]
1.97425s  95.197us                    -               -         -         -         -  Tesla V100-SXM2         -         -            1.000000MB   0x7f0110900000  [Unified Memory Memcpy HtoD]
1.97481s  94.206us                    -               -         -         -         -  Tesla V100-SXM2         -         -            1.000000MB   0x7f0110a00000  [Unified Memory Memcpy HtoD]
1.97517s  93.501us                    -               -         -         -         -  Tesla V100-SXM2         -         -            1.000000MB   0x7f0110b00000  [Unified Memory Memcpy HtoD]
1.97530s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f010c800000  [Unified Memory CPU page faults]
1.97540s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f010c900000  [Unified Memory CPU page faults]
1.97549s         -                    -               -         -         -         -                -         -         -         PC 0xf8cdd7d7   0x7f010ca00000  [Unified Memory CPU page faults]
1.97550s  260.59ms           (3200 1 1)       (256 1 1)        31  2.0000KB        0B  Tesla V100-SXM2         2        47                     -                -  MonteCarloOneBlockPerOption(unsigned int*, unsigned int*, int*, int*, float*, double*, float*, float*, float*, float*, float*, float*, int, int) [1384]
