==67069== NVPROF is profiling process 67069, command: /home/ubuntu/graalvm-ce-java11-22.1.0/bin/java -jar /home/ubuntu/montecarlo-benchmarking/montecarlo/target/surefire/surefirebooter11791510703139090260.jar /home/ubuntu/montecarlo-benchmarking/montecarlo/target/surefire 2023-06-05T12-12-34_405-jvmRun1 sure
==67069== Profiling application: /home/ubuntu/graalvm-ce-java11-22.1.0/bin/java -jar /home/ubuntu/montecarlo-benchmarking/montecarlo/target/surefire/surefirebooter11791510703139090260.jar /home/ubuntu/montecarlo-benchmarking/montecarlo/target/surefire 2023-06-05T12-12-34_405-jvmRun1 sure
==67069== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
5.61952s  6.6471ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         1        46                     -                -  rngSetupStates(unsigned int*, unsigned int*, int*, int*, float*, double*, int) [1322]
5.61964s  521.77us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     1   0x7fc1680c8000  [Unified Memory GPU page faults]
5.62017s  274.47us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     3   0x7fc16a828000  [Unified Memory GPU page faults]
5.62048s  177.13us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     2   0x7fc168140000  [Unified Memory GPU page faults]
5.62066s  219.17us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc16a840000  [Unified Memory GPU page faults]
5.62094s  117.00us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     3   0x7fc16a050000  [Unified Memory GPU page faults]
5.62105s  440.97us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc16a850000  [Unified Memory GPU page faults]
5.62154s  164.68us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc168064000  [Unified Memory GPU page faults]
5.62177s  96.867us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc168200000  [Unified Memory GPU page faults]
5.62186s  103.36us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     1   0x7fc168285000  [Unified Memory GPU page faults]
5.62197s  299.75us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    14   0x7fc168300000  [Unified Memory GPU page faults]
5.62237s  81.826us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc16843a000  [Unified Memory GPU page faults]
5.62252s  58.690us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc168402000  [Unified Memory GPU page faults]
5.62258s  76.034us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc168497000  [Unified Memory GPU page faults]
5.62265s  156.23us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    26   0x7fc168502000  [Unified Memory GPU page faults]
5.62280s  304.36us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     1   0x7fc16a900000  [Unified Memory GPU page faults]
5.62284s  316.75us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     8   0x7fc168611000  [Unified Memory GPU page faults]
5.62316s  56.578us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     3   0x7fc168600000  [Unified Memory GPU page faults]
5.62322s  27.521us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     9   0x7fc16869a000  [Unified Memory GPU page faults]
5.62324s  47.426us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    28   0x7fc168627000  [Unified Memory GPU page faults]
5.62329s  45.441us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     8   0x7fc168680000  [Unified Memory GPU page faults]
5.62334s  73.666us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    14   0x7fc16871e000  [Unified Memory GPU page faults]
5.62342s  63.042us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     2   0x7fc16b709000  [Unified Memory GPU page faults]
5.62344s  54.306us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     2   0x7fc16b718000  [Unified Memory GPU page faults]
5.62354s  55.457us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc16883f000  [Unified Memory GPU page faults]
5.62359s  67.330us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     8   0x7fc16880f000  [Unified Memory GPU page faults]
5.62366s  43.969us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc1688af000  [Unified Memory GPU page faults]
5.62374s  113.35us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    14   0x7fc168918000  [Unified Memory GPU page faults]
5.62389s  83.074us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     2   0x7fc168a32000  [Unified Memory GPU page faults]
5.62398s  180.84us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    14   0x7fc168a00000  [Unified Memory GPU page faults]
5.62416s  145.99us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     2   0x7fc168a64000  [Unified Memory GPU page faults]
5.62430s  287.66us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     1   0x7fc168b01000  [Unified Memory GPU page faults]
5.62437s  323.27us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     3   0x7fc168b7f000  [Unified Memory GPU page faults]
5.62470s  58.114us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     3   0x7fc168c24000  [Unified Memory GPU page faults]
5.62479s  60.002us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc168c50000  [Unified Memory GPU page faults]
5.62485s  75.298us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     1   0x7fc168c81000  [Unified Memory GPU page faults]
5.62490s  269.00us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     1   0x7fc16a282000  [Unified Memory GPU page faults]
5.62498s  398.12us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    14   0x7fc168d08000  [Unified Memory GPU page faults]
5.62538s  56.674us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc168e03000  [Unified Memory GPU page faults]
5.62544s  53.282us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc168e84000  [Unified Memory GPU page faults]
5.62559s  207.37us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    13   0x7fc168f07000  [Unified Memory GPU page faults]
5.62579s  113.44us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc16ba00000  [Unified Memory GPU page faults]
5.62692s  8.5536ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         2        47                     -                -  rngSetupStates(unsigned int*, unsigned int*, int*, int*, float*, double*, int) [1328]
5.62704s  508.46us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    13   0x7fc14c0c9000  [Unified Memory GPU page faults]
5.62755s  253.26us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     3   0x7fc14e828000  [Unified Memory GPU page faults]
5.62786s  143.04us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     2   0x7fc14c140000  [Unified Memory GPU page faults]
5.62789s  474.32us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     1   0x7fc14c1c5000  [Unified Memory GPU page faults]
5.62798s  8.3778ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         3        48                     -                -  rngSetupStates(unsigned int*, unsigned int*, int*, int*, float*, double*, int) [1334]
5.62810s  572.02us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    12   0x7fc1280c9000  [Unified Memory GPU page faults]
5.62837s  73.058us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     1   0x7fc14e85a000  [Unified Memory GPU page faults]
5.62844s  438.83us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x7fc14c258000  [Unified Memory GPU page faults]
5.62867s  271.94us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     2   0x7fc12a828000  [Unified Memory GPU page faults]
5.62888s  595.60us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     2   0x7fc14c03e000  [Unified Memory GPU page faults]
5.62899s  8.0449ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         4        49                     -                -  rngSetupStates(unsigned int*, unsigned int*, int*, int*, float*, double*, int) [1340]
5.62905s  226.28us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     1   0x7fc1281f4000  [Unified Memory GPU page faults]
5.62911s  562.54us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     2   0x7fc0fe0ce000  [Unified Memory GPU page faults]
