==54244== NVPROF is profiling process 54244, command: ./MonteCarlo --scaling=strong --method=streamed
==54244== Profiling application: ./MonteCarlo --scaling=strong --method=streamed
==54244== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
6.58668s  2.8442ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         1         7                     -                -  rngSetupStates(curandStateXORWOW*, int) [237]
6.58761s  2.8495ms           (3200 1 1)       (256 1 1)        32        0B        0B  Tesla V100-SXM2         2        16                     -                -  rngSetupStates(curandStateXORWOW*, int) [246]
6.99519s  242.72us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa768000000  [Unified Memory Memcpy HtoD]
6.99548s  236.58us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa768200000  [Unified Memory Memcpy HtoD]
6.99576s  243.55us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa768400000  [Unified Memory Memcpy HtoD]
6.99604s  232.42us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa768600000  [Unified Memory Memcpy HtoD]
6.99632s  234.94us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa768800000  [Unified Memory Memcpy HtoD]
6.99660s  240.13us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa768a00000  [Unified Memory Memcpy HtoD]
6.99688s  238.40us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa768c00000  [Unified Memory Memcpy HtoD]
6.99715s  238.27us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa768e00000  [Unified Memory Memcpy HtoD]
6.99745s  236.96us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa769000000  [Unified Memory Memcpy HtoD]
6.99772s  236.64us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa769200000  [Unified Memory Memcpy HtoD]
6.99802s  237.09us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa769400000  [Unified Memory Memcpy HtoD]
6.99831s  233.73us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa769600000  [Unified Memory Memcpy HtoD]
6.99860s  230.18us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa769800000  [Unified Memory Memcpy HtoD]
6.99888s  230.14us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa769a00000  [Unified Memory Memcpy HtoD]
6.99916s  226.05us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa769c00000  [Unified Memory Memcpy HtoD]
6.99945s  239.20us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa769e00000  [Unified Memory Memcpy HtoD]
6.99974s  236.64us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76a000000  [Unified Memory Memcpy HtoD]
7.00002s  237.02us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76a200000  [Unified Memory Memcpy HtoD]
7.00031s  239.17us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76a400000  [Unified Memory Memcpy HtoD]
7.00059s  234.75us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76a600000  [Unified Memory Memcpy HtoD]
7.00088s  234.59us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76a800000  [Unified Memory Memcpy HtoD]
7.00116s  236.86us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76aa00000  [Unified Memory Memcpy HtoD]
7.00146s  237.31us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76ac00000  [Unified Memory Memcpy HtoD]
7.00174s  239.20us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76ae00000  [Unified Memory Memcpy HtoD]
7.00205s  239.30us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76b000000  [Unified Memory Memcpy HtoD]
7.00234s  239.81us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76b200000  [Unified Memory Memcpy HtoD]
7.00262s  238.43us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76b400000  [Unified Memory Memcpy HtoD]
7.00291s  239.62us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76b600000  [Unified Memory Memcpy HtoD]
7.00320s  234.50us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76b800000  [Unified Memory Memcpy HtoD]
7.00348s  214.37us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76ba00000  [Unified Memory Memcpy HtoD]
7.00376s  212.61us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76bc00000  [Unified Memory Memcpy HtoD]
7.00403s  212.67us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76be00000  [Unified Memory Memcpy HtoD]
7.00432s  211.49us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76c000000  [Unified Memory Memcpy HtoD]
7.00460s  208.61us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76c200000  [Unified Memory Memcpy HtoD]
7.00487s  212.13us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76c400000  [Unified Memory Memcpy HtoD]
7.00515s  215.68us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76c600000  [Unified Memory Memcpy HtoD]
7.00543s  214.56us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76c800000  [Unified Memory Memcpy HtoD]
7.00571s  213.57us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76ca00000  [Unified Memory Memcpy HtoD]
7.00600s  211.68us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76cc00000  [Unified Memory Memcpy HtoD]
7.00628s  213.31us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76ce00000  [Unified Memory Memcpy HtoD]
7.00657s  212.90us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76d000000  [Unified Memory Memcpy HtoD]
7.00684s  211.10us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76d200000  [Unified Memory Memcpy HtoD]
7.00712s  211.33us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76d400000  [Unified Memory Memcpy HtoD]
7.00740s  213.47us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76d600000  [Unified Memory Memcpy HtoD]
7.00768s  210.40us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76d800000  [Unified Memory Memcpy HtoD]
7.00817s  209.28us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76da00000  [Unified Memory Memcpy HtoD]
7.00846s  212.00us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76dc00000  [Unified Memory Memcpy HtoD]
7.00873s  216.51us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76de00000  [Unified Memory Memcpy HtoD]
7.00901s  213.57us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76e000000  [Unified Memory Memcpy HtoD]
7.00930s  213.18us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76e200000  [Unified Memory Memcpy HtoD]
7.00957s  211.90us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76e400000  [Unified Memory Memcpy HtoD]
7.00986s  211.94us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76e600000  [Unified Memory Memcpy HtoD]
7.01014s  216.16us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76e800000  [Unified Memory Memcpy HtoD]
7.01042s  215.20us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76ea00000  [Unified Memory Memcpy HtoD]
7.01069s  212.86us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76ec00000  [Unified Memory Memcpy HtoD]
7.01097s  211.46us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76ee00000  [Unified Memory Memcpy HtoD]
7.01125s  212.61us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76f000000  [Unified Memory Memcpy HtoD]
7.01153s  211.94us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76f200000  [Unified Memory Memcpy HtoD]
7.01181s  213.98us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76f400000  [Unified Memory Memcpy HtoD]
7.01208s  213.12us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76f600000  [Unified Memory Memcpy HtoD]
7.01236s  216.90us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76f800000  [Unified Memory Memcpy HtoD]
7.01264s  212.48us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76fa00000  [Unified Memory Memcpy HtoD]
7.01292s  212.35us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76fc00000  [Unified Memory Memcpy HtoD]
7.01319s  210.50us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa76fe00000  [Unified Memory Memcpy HtoD]
7.01348s  211.87us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa770000000  [Unified Memory Memcpy HtoD]
7.01375s  216.03us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa770200000  [Unified Memory Memcpy HtoD]
7.01404s  211.01us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa770400000  [Unified Memory Memcpy HtoD]
7.01432s  213.63us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa770600000  [Unified Memory Memcpy HtoD]
7.01460s  212.67us                    -               -         -         -         -  Tesla V100-SXM2         -         -            2.000000MB   0x7fa770800000  [Unified Memory Memcpy HtoD]
